Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
133726.0,2.32770364228466,-1.59315434765433,-0.971122845497772,-1.82037177785119,-1.05259423488536,0.265291165920356,-1.55054573876475,0.123171261889742,-0.666905211138437,1.54864019411594,-2.17040821637289,-1.90725571195195,-0.860024422181192,-0.35722135947275,0.409873592187934,0.117624764458674,0.101358252546233,0.329737765039164,0.223333211961015,-0.462541827065663,-0.490910626907424,-1.05311134501413,0.385500832371531,-0.491593581714496,-0.5150975705534,-0.441632023957003,0.0232188089400095,-0.0416007631371643,21.08,0
153633.0,-0.465489561858854,-0.409124147608637,2.047200932751,-2.14640972282414,-0.965034818933463,0.465500858225749,-0.819657388126564,0.558919555665481,0.302869042443839,-0.0802426306911057,-0.423640237893207,-0.84743015037735,-1.84397227682108,-0.844392366402138,-2.21211411265102,1.37520394974779,0.0052894705328449,-0.492360656279984,0.483595817755259,-0.009077186324245,0.179257440649158,0.730149697983765,-0.216558816271238,-0.415785009057773,-0.332215033702206,-0.276713911891421,0.417629576619422,0.201465294313027,0.5,0
65542.0,1.34486460871303,-0.760300128003131,-0.139143436274593,-0.872500996206667,-0.762919597090533,-0.488643199766375,-0.563211557525667,0.0071334295005251,-0.805346303861913,0.866437387074996,0.48220633552168,-1.24586761254312,-1.83840304458047,0.502498721247741,0.235026715287589,1.48874987726909,-0.0911428266441455,-0.409162778107365,1.0674944856002,0.0610113523068518,0.221945248732342,0.345274350805892,-0.225475519949665,-0.363032964278854,0.607786121757107,-0.0896083760804973,-0.0324046480816295,-0.0032259822064357,55.45,0
138121.0,-2.16318922399138,0.0998711843724621,-1.52173227169644,-2.85098654382618,1.29583525826281,-1.40442978141548,0.695522667014623,0.238905764055202,-2.06884881929981,-0.820164508653977,-1.71886333585459,0.382955131810887,1.58411250437161,0.828817286197197,-0.687278348598271,-2.04851643071197,0.13369984483324,0.776465667820102,-0.577873254514203,-0.526895565424329,0.0077482355404159,0.0472167464481965,-0.874736231768011,0.174984632423714,1.52751099091151,1.08270412920009,-0.650784606585205,-0.147673558055502,1.0,0
133260.0,2.27854397535645,-1.45295712300068,-0.678614408924967,-1.43005873746951,-1.64063593419286,-1.00715397649267,-1.22785522560203,-0.191356071045791,-0.933550461431483,1.59211906248864,-1.18867693666092,-1.32606220360574,-0.626250036824022,-0.285340548791183,-0.011690053082738,-0.456625884564912,0.536617200622079,0.0749771162706411,-0.184804293290402,-0.505562240832057,-0.168676757093994,-0.0072650796602747,0.266658384581797,-0.0024752469959022,-0.290887553633067,-0.177197909440136,0.013971063324824,-0.0482139488236184,17.6,0
164071.0,2.0145073811797,0.28985501684983,-1.40207294790798,1.47910067034539,0.26088880741634,-1.38129536489871,0.66467474927233,-0.462211905539561,0.126288256589825,0.251710653026914,-0.548979268581642,0.62918996813338,-0.0191428417685069,0.493639838332126,-0.584680508135246,-0.875733498492937,0.0050707368202166,-0.835827827920643,-0.3789703708756,-0.310316254305529,0.0761362867381441,0.480346188254757,0.0520873678742284,0.414093971296706,0.416509753227517,-0.51532623383107,-0.0106023460371615,-0.0584756909944112,1.0,0
47541.0,-2.60610090432952,2.31288611787084,-0.0932723782635665,0.50889441362387,-1.05019351589152,-0.4812016789424,-0.703055562800478,1.29667809044655,-0.667590821932572,0.0704367746756205,-0.340781334892649,1.17608529949351,1.50635069893285,0.828298719434077,1.43547633729273,-0.190675960343336,0.689951671707081,-0.755831596298037,0.583722695879495,-0.129100706525512,-0.0047959302400709,-0.284439825242903,0.174965641652957,0.102536773010086,-0.532997536543676,0.130551008624352,-0.819417436231144,-0.231858660708664,10.99,0
118478.0,-0.546428558598954,1.64724083171532,-0.280558779166896,3.29522211067688,1.28557909236995,0.257524632689538,0.975493409426016,0.485256400547198,-2.51352451159981,1.05088516646004,-0.0793937651459992,-0.855531133186724,-2.01874321963709,1.44632040855986,-1.52356392250335,0.126564574659135,-0.131788716937611,0.268073637382269,-0.118525712789395,-0.232511683531955,0.321146273372936,0.644140687898456,-0.177876300194353,0.671084665411729,-0.141508874726925,0.225654224398443,-0.0124504531055141,0.0889752928817098,21.18,0
117255.0,-2.90636138663701,-0.616349744947847,3.18124528743694,5.02158093156762,-0.0877664265229717,2.2437373111137,-1.28647132973336,-0.482933289454644,0.479611695203074,2.20400016536865,-0.704823107695123,-0.742148504406858,-1.68017722342902,-1.28188869386331,-1.27917481327519,0.0008156760268096,0.268272888550274,1.15272750911315,2.25799358493708,-1.38822532144596,0.440993612448148,0.668546191690227,0.710846396954042,-0.320250540461996,0.331609321046463,0.660805363953743,-0.29998217898501,-0.102945126163722,4.92,0
71825.0,-0.5579918443467,0.231423844936506,0.395086669004198,-1.19898776402119,1.65005328317857,4.10279928660031,-0.624688642997208,0.988984374811538,0.655078387144804,-0.287309497317081,-0.685468536359111,0.0512497771652241,-0.0943756146495783,-0.557735997982826,0.0068392325797254,-0.192395170655762,-0.140899081524984,0.0465729123810511,1.6506727655885,0.077654161559759,-0.121186352099084,-0.329955385660634,-0.0301611786033412,1.08465026200483,-0.726816806824389,0.907842443946356,-0.251483798120207,0.153018057719685,26.51,0
132566.0,-2.50551236738809,2.54993741248504,-0.849559033979192,-1.12877343051377,0.434816800074317,-1.27414062867993,1.90548276947856,-1.14460969323536,2.96015106278722,4.38053268879041,-0.276520512889583,-0.350573978329087,-0.165540825781835,-1.30013477523329,0.804027917447729,-0.997091117179764,-1.01382554862071,-0.158126636322575,-0.281910154126252,1.57112496407999,-0.260003535274784,1.19945441111198,-0.0960343658558871,0.0463984574267534,-0.260701293278086,-0.284612102998031,1.01974842907336,0.257968717632617,38.05,0
61981.0,-5.79350608927499,3.57858757696293,-1.05104483004732,1.58334288840622,4.61776569872884,0.0823933723376626,-17.0550535141211,-23.4175418389245,-1.08035159614427,-1.45069604187544,0.438456704602944,3.96662580501996,-1.4355435846777,4.05552839426262,-0.0287629664037209,0.991175933104478,1.18668210649526,0.259497097923963,-0.897488680193739,2.84551748608143,-3.27569992793227,-0.336307726089637,-9.0280429672002,0.373276511559511,-2.10792426293666,-0.532861994675943,0.660941605369639,0.875065559794818,1.5,0
42768.0,-3.21866442053978,-0.229723041097868,1.22014780303058,-0.14709217254151,0.942689392921434,-0.943986328190949,-0.733348958704702,-0.315050360897215,-0.598650212418135,-0.297564482907516,1.65347042076691,1.44792681808557,0.542159069423269,0.542970293138639,0.0946625265501649,0.506432198092567,-0.333057783751789,-0.574373915607648,-0.739855424435097,-0.783055640099637,0.496634096980836,-0.896107401054743,-1.08564331171039,0.321850121965735,-0.0554635202567997,0.0093236062756717,0.443357484390474,-0.588462216468771,6.28,0
65587.0,-0.515941246133898,0.960803631119598,1.64404618437504,-0.150157657119222,0.0816033102565829,-0.212058440561539,0.547700521598099,0.196108450314192,-0.698449009814977,-0.194253219244272,1.73089802458074,0.877892845604395,0.0549237660273475,0.346905641908629,0.36672198797481,0.0356883952209155,-0.300945513223899,-0.391789126967929,-0.133486647589193,0.0843359968284484,-0.132243941576063,-0.316939071108428,0.0229551349390243,0.209148820931936,-0.3178833312109,0.0702112985441106,0.278629857714607,0.109954072278099,4.86,0
123150.0,1.97531675488782,-1.19867402886875,0.210427733369545,-0.546914338874189,-1.445228031029,0.361035045287755,-1.57603427085416,0.252350469693414,0.0359241473751923,0.948668520980415,0.760381505259142,0.954626772314295,1.15315640404037,-0.461537554297852,0.352010062934778,-0.382842581859741,-0.86310310718093,2.18172382668847,-1.05286845573353,-0.419244779840675,-0.0613016455677986,0.311008914487137,0.3305196257261,0.783016861371186,-0.71012749275832,0.552134355898475,0.0138683063303448,-0.0248853304338703,43.85,0
45422.0,-0.520878503169871,0.329108790424058,1.63791438690788,-0.852326965291582,0.130239803078976,0.437397096802464,0.0418452568974021,0.12902947520918,0.30154603927727,-0.758920272179758,-1.11475312667621,0.582594149819356,1.44760989585136,-0.826346305773436,0.126151325760932,-0.177772593530492,-0.0802837632930629,-0.589707415640146,0.390344527048591,0.0407177921697573,0.0922948203970636,0.549822939505815,-0.180554549175119,-0.612620164045389,-0.0919902394582284,1.56100302642688,-0.113879636480113,0.0176909900721388,1.95,0
55904.0,-0.353204502848692,1.13153354983056,1.19196395314944,-0.141039595190321,0.308785070561595,-0.451992335951442,0.644570318577139,0.057281870590444,-0.732967337924084,-0.360646240003905,1.30318856527252,0.855513144832833,0.760409522685275,-0.386353317729772,0.143978271460562,0.644480179590298,-0.401694953329398,0.382440613049543,0.320034059093807,0.172903328906031,-0.227876435454463,-0.582864329306972,-0.0821421346223366,-0.0350127094075656,-0.12459089160238,0.0729229493294857,0.246635296811357,0.0859208704945098,1.29,0
138004.0,2.00302515003614,0.148284038503769,-1.92939744758769,0.334319334390315,0.504155557954085,-0.921099509490487,0.244082400110601,-0.264150435604147,0.2540339606957,-0.375160440582026,1.07107730443053,0.939197343905769,0.675207790091441,-0.794882143877053,0.170762921229191,0.542044638441668,0.0145109645597781,1.11673942972388,0.0089635853201887,-0.0862934366692962,0.232137833010967,0.794582541330637,-0.121877525905352,-0.5454147575557,0.301351329997925,-0.0960965396048211,-0.0054564180496891,-0.0383624823385433,26.53,0
